,district,page_number,representative_plot,taxpayer_men,taxpayer_women,no_tax_men,no_tax_women,in_russia_men,in_russia_women,total_men,total_women,independent,servants,unemployed,orthodox,other_christian,other_religion,draftable
196,Pietarin_esikaupunki,197,15,12.0,12.0,3.0,8.0,0.0,0.0,15,20.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0
197,Pietarin_esikaupunki,198,16,12.0,17.0,10.0,11.0,0.0,0.0,22,28.0,37.0,3.0,10.0,1.0,0.0,0.0,0.0
198,Pietarin_esikaupunki,199,18,12.0,14.0,3.0,11.0,0.0,0.0,15,25.0,13.0,3.0,24.0,0.0,0.0,0.0,0.0
199,Pietarin_esikaupunki,200,20,8.0,8.0,5.0,11.0,0.0,0.0,13,19.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0
200,Pietarin_esikaupunki,201,31,9.0,11.0,2.0,3.0,0.0,0.0,11,14.0,14.0,5.0,6.0,0.0,0.0,0.0,1.0
201,Pietarin_esikaupunki,202,35,11.0,13.0,2.0,6.0,0.0,0.0,13,19.0,24.0,1.0,7.0,3.0,0.0,0.0,0.0
202,Pietarin_esikaupunki,203,40,12.0,11.0,3.0,3.0,0.0,0.0,15,14.0,16.0,9.0,4.0,0.0,0.0,0.0,1.0
203,Pietarin_esikaupunki,204,42,16.0,18.0,5.0,3.0,0.0,0.0,21,21.0,26.0,4.0,12.0,8.0,0.0,0.0,1.0
204,Pietarin_esikaupunki,205,43,17.0,11.0,12.0,10.0,0.0,0.0,29,21.0,34.0,8.0,8.0,3.0,1.0,0.0,0.0
205,Pietarin_esikaupunki,206,45,13.0,13.0,3.0,8.0,0.0,0.0,16,21.0,17.0,8.0,12.0,8.0,0.0,0.0,2.0
206,Pietarin_esikaupunki,207,50,8.0,14.0,2.0,5.0,0.0,0.0,10,19.0,2.0,6.0,21.0,0.0,0.0,0.0,0.0
207,Pietarin_esikaupunki,208,52,6.0,14.0,3.0,9.0,0.0,0.0,9,23.0,17.0,5.0,10.0,7.0,0.0,0.0,0.0
208,Pietarin_esikaupunki,209,56,11.0,10.0,7.0,7.0,0.0,0.0,18,17.0,21.0,4.0,10.0,0.0,0.0,0.0,2.0
209,Pietarin_esikaupunki,210,64,5.0,6.0,5.0,6.0,0.0,0.0,10,12.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0
210,Pietarin_esikaupunki,211,66,11.0,8.0,2.0,3.0,0.0,0.0,13,11.0,15.0,4.0,5.0,3.0,0.0,0.0,0.0
211,Pietarin_esikaupunki,212,78,7.0,9.0,4.0,9.0,0.0,0.0,11,18.0,24.0,2.0,3.0,16.0,0.0,0.0,0.0
212,Pietarin_esikaupunki,213,81,11.0,12.0,3.0,5.0,0.0,0.0,14,17.0,12.0,4.0,15.0,0.0,0.0,0.0,0.0
213,Pietarin_esikaupunki,214,83,9.0,9.0,3.0,2.0,0.0,0.0,12,11.0,12.0,4.0,7.0,0.0,0.0,0.0,1.0
214,Pietarin_esikaupunki,215,88,5.0,20.0,6.0,7.0,0.0,0.0,11,27.0,23.0,3.0,12.0,0.0,0.0,0.0,1.0
215,Pietarin_esikaupunki,216,100,11.0,7.0,5.0,5.0,0.0,0.0,16,12.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0
216,Pietarin_esikaupunki,217,104,6.0,9.0,3.0,4.0,0.0,0.0,9,13.0,13.0,5.0,4.0,0.0,0.0,0.0,0.0
217,Pietarin_esikaupunki,218,108,15.0,13.0,7.0,12.0,0.0,0.0,22,25.0,18.0,1.0,28.0,0.0,0.0,0.0,0.0
218,Pietarin_esikaupunki,219,107,6.0,11.0,7.0,3.0,0.0,0.0,13,14.0,12.0,7.0,8.0,2.0,0.0,0.0,0.0
219,Pietarin_esikaupunki,220,118,16.0,16.0,9.0,8.0,0.0,0.0,25,24.0,19.0,15.0,15.0,0.0,0.0,0.0,0.0
220,Pietarin_esikaupunki,221,127,5.0,10.0,5.0,6.0,0.0,0.0,10,16.0,13.0,3.0,10.0,0.0,0.0,0.0,0.0
221,Pietarin_esikaupunki,222,136,9.0,10.0,9.0,2.0,0.0,0.0,18,12.0,22.0,2.0,6.0,8.0,0.0,0.0,1.0
222,Pietarin_esikaupunki,223,140,10.0,13.0,12.0,5.0,0.0,0.0,22,18.0,17.0,0.0,23.0,0.0,0.0,0.0,1.0
223,Pietarin_esikaupunki,224,140,11.0,9.0,1.0,5.0,0.0,0.0,12,14.0,7.0,1.0,18.0,0.0,0.0,0.0,1.0
224,Pietarin_esikaupunki,225,140,8.0,10.0,9.0,5.0,0.0,0.0,17,15.0,18.0,1.0,13.0,0.0,0.0,0.0,0.0
225,Pietarin_esikaupunki,226,147,13.0,10.0,6.0,5.0,0.0,0.0,19,15.0,12.0,6.0,16.0,0.0,0.0,0.0,2.0
226,Pietarin_esikaupunki,227,149,7.0,13.0,3.0,4.0,0.0,0.0,10,17.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0
227,Pietarin_esikaupunki,228,152,4.0,11.0,5.0,7.0,0.0,0.0,9,18.0,9.0,0.0,18.0,0.0,0.0,0.0,0.0
228,Pietarin_esikaupunki,229,157,5.0,10.0,2.0,1.0,0.0,0.0,7,11.0,2.0,2.0,14.0,3.0,0.0,0.0,0.0
229,Pietarin_esikaupunki,230,163,11.0,11.0,3.0,5.0,0.0,0.0,14,16.0,16.0,2.0,12.0,0.0,0.0,0.0,1.0
230,Pietarin_esikaupunki,231,167,11.0,14.0,10.0,5.0,0.0,0.0,21,19.0,19.0,2.0,19.0,2.0,0.0,0.0,0.0
231,Pietarin_esikaupunki,232,173,8.0,13.0,5.0,1.0,0.0,0.0,13,14.0,16.0,4.0,7.0,8.0,0.0,0.0,1.0
232,Pietarin_esikaupunki,233,175,14.0,11.0,2.0,9.0,0.0,0.0,16,20.0,13.0,8.0,15.0,4.0,0.0,0.0,0.0
233,Pietarin_esikaupunki,234,178,8.0,6.0,4.0,4.0,0.0,0.0,12,10.0,12.0,6.0,4.0,0.0,0.0,0.0,0.0
234,Pietarin_esikaupunki,235,192,14.0,15.0,4.0,10.0,0.0,0.0,18,25.0,22.0,17.0,4.0,0.0,0.0,0.0,0.0
235,Pietarin_esikaupunki,236,192,8.0,12.0,6.0,5.0,0.0,0.0,14,17.0,19.0,4.0,8.0,1.0,0.0,0.0,1.0
236,Pietarin_esikaupunki,237,194,9.0,11.0,5.0,3.0,0.0,0.0,14,14.0,9.0,0.0,19.0,0.0,0.0,0.0,1.0
237,Pietarin_esikaupunki,238,197,9.0,12.0,6.0,5.0,0.0,0.0,15,17.0,21.0,4.0,8.0,0.0,0.0,0.0,0.0
238,Pietarin_esikaupunki,239,208,8.0,13.0,3.0,4.0,0.0,0.0,11,17.0,15.0,5.0,8.0,0.0,0.0,0.0,0.0
239,Pietarin_esikaupunki,240,209,17.0,16.0,1.0,8.0,0.0,0.0,18,24.0,12.0,9.0,21.0,0.0,0.0,0.0,1.0
240,Pietarin_esikaupunki,241,212,9.0,11.0,8.0,6.0,0.0,0.0,17,17.0,20.0,7.0,7.0,0.0,0.0,0.0,0.0
241,Pietarin_esikaupunki,242,214,15.0,12.0,4.0,3.0,0.0,0.0,19,15.0,24.0,5.0,5.0,0.0,0.0,0.0,1.0
242,Pietarin_esikaupunki,243,218,11.0,12.0,2.0,3.0,0.0,0.0,13,15.0,20.0,4.0,4.0,0.0,0.0,0.0,0.0
243,Pietarin_esikaupunki,244,224,11.0,15.0,4.0,8.0,0.0,0.0,15,23.0,17.0,3.0,18.0,0.0,0.0,0.0,0.0
244,Pietarin_esikaupunki,245,226,10.0,7.0,6.0,4.0,0.0,0.0,16,11.0,12.0,7.0,8.0,7.0,0.0,0.0,0.0
245,Pietarin_esikaupunki,246,229,21.0,9.0,3.0,6.0,0.0,0.0,24,15.0,14.0,6.0,19.0,1.0,0.0,0.0,2.0
246,Pietarin_esikaupunki,247,234,4.0,8.0,1.0,0.0,0.0,0.0,5,8.0,7.0,3.0,3.0,0.0,0.0,0.0,1.0
247,Pietarin_esikaupunki,248,258,3.0,3.0,4.0,3.0,0.0,0.0,7,6.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0
248,Pietarin_esikaupunki,249,260,10.0,13.0,0.0,1.0,0.0,0.0,10,14.0,7.0,9.0,8.0,2.0,0.0,0.0,1.0
249,Pietarin_esikaupunki,250,265,6.0,9.0,5.0,3.0,0.0,0.0,11,12.0,19.0,2.0,2.0,0.0,0.0,0.0,1.0
250,Pietarin_esikaupunki,251,271,7.0,28.0,3.0,2.0,0.0,0.0,10,30.0,21.0,19.0,0.0,2.0,0.0,0.0,0.0
251,Pietarin_esikaupunki,252,271,15.0,17.0,11.0,13.0,0.0,0.0,26,30.0,49.0,5.0,2.0,0.0,0.0,0.0,0.0
252,Pietarin_esikaupunki,253,280,12.0,12.0,2.0,4.0,0.0,0.0,14,16.0,21.0,3.0,6.0,0.0,0.0,0.0,0.0
253,Pietarin_esikaupunki,254,280,7.0,11.0,15.0,9.0,0.0,0.0,22,20.0,17.0,2.0,23.0,1.0,0.0,0.0,0.0
254,Pietarin_esikaupunki,255,290,3.0,8.0,2.0,1.0,0.0,0.0,5,9.0,10.0,4.0,0.0,5.0,0.0,0.0,0.0
255,Pietarin_esikaupunki,256,293,15.0,19.0,8.0,7.0,0.0,0.0,23,26.0,1.0,48.0,0.0,8.0,0.0,0.0,0.0
256,Pietarin_esikaupunki,257,293,13.0,13.0,18.0,23.0,0.0,0.0,31,36.0,10.0,57.0,0.0,0.0,0.0,0.0,0.0
257,Pietarin_esikaupunki,258,297,9.0,11.0,4.0,11.0,0.0,0.0,13,22.0,1.0,9.0,25.0,0.0,0.0,0.0,0.0
258,Pietarin_esikaupunki,259,299,6.0,10.0,9.0,8.0,0.0,0.0,15,18.0,3.0,14.0,16.0,0.0,0.0,0.0,0.0
259,Pietarin_esikaupunki,260,305,7.0,13.0,4.0,4.0,0.0,0.0,11,17.0,10.0,11.0,7.0,0.0,0.0,0.0,1.0
260,Pietarin_esikaupunki,261,306,11.0,15.0,3.0,2.0,0.0,0.0,14,17.0,17.0,8.0,6.0,0.0,0.0,0.0,2.0
261,Pietarin_esikaupunki,262,307,13.0,11.0,3.0,4.0,0.0,0.0,16,15.0,10.0,1.0,20.0,0.0,0.0,0.0,0.0
262,Pietarin_esikaupunki,263,318,12.0,9.0,5.0,14.0,0.0,0.0,17,23.0,11.0,19.0,10.0,5.0,0.0,0.0,0.0
263,Pietarin_esikaupunki,264,318,7.0,10.0,4.0,5.0,0.0,0.0,11,15.0,2.0,8.0,16.0,0.0,0.0,0.0,1.0
264,Sotilaslopotti,265,7,9.0,11.0,1.0,3.0,0.0,0.0,10,14.0,13.0,1.0,10.0,0.0,0.0,0.0,1.0
265,Sotilaslopotti,266,8,16.0,12.0,2.0,7.0,0.0,0.0,18,19.0,21.0,1.0,15.0,5.0,0.0,0.0,0.0
266,Sotilaslopotti,267,17,10.0,4.0,6.0,3.0,0.0,0.0,16,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
267,Sotilaslopotti,268a,17,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
268,Anina,268b,1,8.0,21.0,4.0,4.0,0.0,0.0,12,25.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0
269,Anina,269,13,10.0,22.0,8.0,6.0,0.0,0.0,18,28.0,17.0,29.0,0.0,0.0,0.0,0.0,1.0
270,Anina,270,19,14.0,12.0,4.0,8.0,0.0,0.0,18,20.0,19.0,9.0,10.0,5.0,0.0,0.0,0.0
271,Anina,271,29,4.0,17.0,15.0,1.0,0.0,0.0,19,18.0,7.0,16.0,14.0,3.0,0.0,0.0,0.0
272,Anina,272,30,6.0,7.0,5.0,20.0,0.0,0.0,11,27.0,18.0,0.0,20.0,1.0,0.0,0.0,0.0
273,Anina,273,35,11.0,9.0,3.0,5.0,0.0,0.0,14,14.0,12.0,1.0,15.0,0.0,0.0,0.0,3.0
274,Anina,274,37,14.0,14.0,6.0,12.0,0.0,0.0,20,26.0,27.0,5.0,14.0,0.0,0.0,0.0,0.0
275,Anina,275,38,15.0,13.0,3.0,5.0,0.0,0.0,18,18.0,14.0,1.0,21.0,0.0,0.0,0.0,0.0
276,Anina,276,39,13.0,15.0,10.0,6.0,0.0,0.0,23,21.0,21.0,3.0,20.0,0.0,0.0,0.0,0.0
277,Anina,277,41,12.0,14.0,6.0,7.0,0.0,0.0,18,21.0,24.0,0.0,15.0,2.0,0.0,0.0,0.0
278,Anina,278,44,13.0,12.0,11.0,8.0,0.0,0.0,24,20.0,30.0,1.0,13.0,0.0,0.0,0.0,1.0
279,Anina,279,49,10.0,8.0,9.0,6.0,0.0,0.0,19,14.0,27.0,4.0,2.0,0.0,0.0,0.0,1.0
280,Anina,280,50,11.0,16.0,9.0,9.0,0.0,0.0,20,25.0,31.0,7.0,7.0,0.0,0.0,0.0,1.0
281,Anina,281,57,10.0,17.0,2.0,3.0,0.0,0.0,12,20.0,6.0,0.0,26.0,3.0,0.0,0.0,0.0
282,Anina,282,59,8.0,14.0,7.0,7.0,0.0,0.0,15,21.0,3.0,6.0,27.0,1.0,0.0,0.0,0.0
283,Anina,283,61,16.0,12.0,8.0,3.0,0.0,0.0,24,15.0,13.0,2.0,24.0,3.0,0.0,0.0,0.0
284,Anina,284,63,12.0,14.0,5.0,7.0,0.0,0.0,17,21.0,13.0,3.0,22.0,0.0,0.0,0.0,0.0
285,Anina,285,64,13.0,15.0,7.0,17.0,0.0,0.0,20,32.0,19.0,0.0,33.0,3.0,0.0,0.0,0.0
286,Anina,286,65,15.0,14.0,3.0,3.0,0.0,0.0,18,17.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0
287,Anina,287,67,16.0,13.0,10.0,6.0,0.0,0.0,26,19.0,10.0,2.0,33.0,0.0,0.0,0.0,0.0
288,Anina,288,74,15.0,13.0,5.0,4.0,0.0,0.0,20,17.0,6.0,2.0,29.0,0.0,0.0,0.0,0.0
289,Anina,289,75,18.0,10.0,10.0,5.0,0.0,0.0,28,15.0,16.0,1.0,26.0,0.0,0.0,0.0,3.0
290,Anina,290,76,13.0,18.0,10.0,19.0,0.0,0.0,23,37.0,28.0,3.0,29.0,0.0,0.0,0.0,1.0
291,Anina,291,78,12.0,9.0,7.0,6.0,0.0,0.0,19,15.0,28.0,1.0,5.0,0.0,0.0,0.0,0.0
292,Anina,292,85,21.0,14.0,2.0,7.0,0.0,0.0,23,21.0,8.0,13.0,23.0,0.0,0.0,0.0,3.0
293,Anina,293,90,7.0,13.0,4.0,3.0,0.0,0.0,11,16.0,7.0,10.0,10.0,3.0,0.0,0.0,1.0
294,Anina,294,104,13.0,14.0,5.0,6.0,0.0,0.0,18,20.0,15.0,1.0,22.0,0.0,0.0,0.0,0.0
295,Anina,295,106,15.0,12.0,6.0,10.0,0.0,0.0,21,22.0,15.0,1.0,27.0,1.0,0.0,0.0,0.0
296,Anina,296,108,14.0,13.0,9.0,3.0,0.0,0.0,23,16.0,13.0,2.0,24.0,0.0,0.0,0.0,0.0
297,Anina,297,110,14.0,16.0,5.0,3.0,0.0,0.0,19,19.0,8.0,2.0,28.0,1.0,0.0,0.0,0.0
298,Anina,298,111,17.0,8.0,6.0,8.0,0.0,0.0,23,16.0,18.0,0.0,21.0,1.0,0.0,0.0,1.0
299,Anina,299,112,16.0,18.0,9.0,8.0,0.0,0.0,25,26.0,14.0,1.0,36.0,0.0,0.0,0.0,0.0
300,Anina,300,113,15.0,16.0,4.0,7.0,0.0,0.0,19,23.0,10.0,0.0,32.0,0.0,0.0,0.0,1.0
301,Anina,301,114,9.0,14.0,9.0,10.0,0.0,0.0,18,24.0,19.0,0.0,23.0,0.0,0.0,0.0,0.0
302,Anina,302,116,14.0,16.0,16.0,10.0,0.0,0.0,30,26.0,34.0,0.0,22.0,7.0,0.0,0.0,0.0
303,Anina,303,117,12.0,15.0,5.0,8.0,0.0,0.0,17,23.0,10.0,17.0,13.0,0.0,0.0,0.0,0.0
304,Anina,304,118,15.0,15.0,7.0,9.0,0.0,0.0,22,24.0,16.0,7.0,23.0,0.0,0.0,0.0,1.0
305,Anina,305,120,13.0,19.0,3.0,3.0,0.0,0.0,16,22.0,21.0,3.0,14.0,0.0,0.0,0.0,0.0
306,Anina,306,123,9.0,12.0,2.0,3.0,0.0,0.0,11,15.0,6.0,7.0,13.0,2.0,0.0,0.0,0.0
307,Anina,307,124,12.0,12.0,8.0,12.0,0.0,0.0,20,24.0,17.0,6.0,21.0,3.0,0.0,0.0,1.0
308,Anina,308,126,14.0,13.0,6.0,8.0,0.0,0.0,20,21.0,17.0,11.0,13.0,2.0,0.0,0.0,1.0
309,Anina,309,128,12.0,17.0,4.0,1.0,0.0,0.0,16,18.0,9.0,20.0,5.0,0.0,0.0,0.0,0.0
310,Anina,310,129,13.0,18.0,8.0,8.0,0.0,0.0,21,26.0,35.0,7.0,5.0,0.0,0.0,0.0,0.0
311,Anina,311,131,7.0,10.0,4.0,4.0,0.0,0.0,11,14.0,20.0,2.0,3.0,0.0,0.0,0.0,0.0
312,Papula,312,4,9.0,25.0,10.0,10.0,0.0,0.0,19,35.0,37.0,17.0,0.0,8.0,0.0,0.0,0.0
313,Papula,313,4,16.0,12.0,17.0,11.0,0.0,0.0,33,23.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0
314,Papula,314,4,0.0,15.0,29.0,16.0,0.0,0.0,29,31.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
315,Papula,315,4,1.0,14.0,33.0,18.0,0.0,0.0,34,32.0,64.0,2.0,0.0,0.0,0.0,0.0,1.0
316,Papula,316,4,0.0,1.0,33.0,2.0,0.0,0.0,33,3.0,36.0,0.0,0.0,2.0,1.0,0.0,0.0
317,Papula,317,16,8.0,16.0,16.0,15.0,0.0,0.0,24,31.0,47.0,3.0,5.0,5.0,0.0,0.0,0.0
318,Papula,318,16,20.0,12.0,16.0,9.0,0.0,0.0,36,21.0,48.0,2.0,7.0,0.0,0.0,0.0,0.0
319,Papula,319,17,15.0,9.0,5.0,5.0,0.0,0.0,20,14.0,24.0,7.0,3.0,0.0,0.0,0.0,1.0
320,Papula,320,18,13.0,16.0,8.0,6.0,0.0,0.0,21,22.0,27.0,11.0,5.0,7.0,0.0,0.0,0.0
321,Papula,321,20,8.0,12.0,5.0,6.0,0.0,0.0,13,18.0,4.0,16.0,11.0,1.0,0.0,0.0,0.0
322,Papula,322,21,16.0,20.0,19.0,14.0,0.0,0.0,35,34.0,7.0,62.0,0.0,0.0,0.0,0.0,0.0
323,Papula,323,22,10.0,19.0,10.0,11.0,0.0,0.0,20,30.0,12.0,36.0,2.0,1.0,0.0,0.0,1.0
324,Papula,324,24,12.0,16.0,9.0,7.0,0.0,0.0,21,23.0,31.0,4.0,9.0,0.0,0.0,0.0,0.0
325,Papula,325,30,11.0,17.0,14.0,27.0,0.0,0.0,25,44.0,61.0,0.0,8.0,0.0,0.0,0.0,0.0
326,Papula,326,32,13.0,14.0,11.0,8.0,0.0,0.0,24,22.0,36.0,8.0,2.0,0.0,0.0,0.0,3.0
327,Papula,327,33,14.0,16.0,5.0,7.0,0.0,0.0,19,23.0,35.0,6.0,1.0,0.0,0.0,0.0,1.0
328,Papula,328,33,14.0,16.0,3.0,2.0,0.0,0.0,17,18.0,18.0,4.0,13.0,1.0,0.0,0.0,3.0
329,Papula,329,43,15.0,15.0,3.0,3.0,0.0,0.0,18,18.0,21.0,12.0,3.0,0.0,0.0,0.0,3.0
330,Papula,330,55,13.0,11.0,7.0,9.0,0.0,0.0,20,20.0,25.0,6.0,9.0,0.0,0.0,0.0,0.0
331,Papula,331a,"56, 57",4.0,4.0,3.0,1.0,0.0,0.0,5,5.0,7.0,2.0,3.0,0.0,5.0,0.0,0.0
332,Papula,331b,Myllysaari,10.0,6.0,5.0,4.0,0.0,0.0,17,10.0,3.0,22.0,0.0,0.0,0.0,0.0,1.0
333,Papula,332a,Myllysaari,4.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
334,Papula,332b,288,7.0,11.0,94.0,126.0,0.0,0.0,101,137.0,12.0,28.0,198.0,15.0,0.0,0.0,0.0
335,Pantsarlahti,337,2,10.0,20.0,6.0,5.0,0.0,0.0,16,25.0,23.0,18.0,0.0,17.0,0.0,0.0,0.0
336,Pantsarlahti,338,4,12.0,12.0,5.0,4.0,0.0,0.0,17,16.0,15.0,3.0,15.0,0.0,0.0,0.0,1.0
337,Pantsarlahti,339,7,9.0,20.0,6.0,11.0,0.0,0.0,15,31.0,37.0,9.0,0.0,2.0,0.0,0.0,0.0
338,Pantsarlahti,340,7,13.0,12.0,2.0,1.0,0.0,0.0,15,13.0,10.0,7.0,11.0,0.0,0.0,0.0,0.0
339,Pantsarlahti,341,7,8.0,18.0,3.0,5.0,0.0,0.0,11,23.0,25.0,9.0,0.0,3.0,0.0,0.0,0.0
340,Pantsarlahti,342,13,8.0,14.0,4.0,3.0,0.0,0.0,12,17.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0
341,Pantsarlahti,343,15,12.0,18.0,5.0,7.0,0.0,0.0,17,25.0,27.0,13.0,2.0,0.0,0.0,0.0,0.0
342,Pantsarlahti,344,19,11.0,17.0,4.0,6.0,0.0,0.0,15,23.0,21.0,14.0,3.0,0.0,0.0,0.0,2.0
343,Pantsarlahti,345,19,11.0,17.0,7.0,6.0,0.0,0.0,18,23.0,10.0,10.0,21.0,0.0,0.0,0.0,0.0
344,Pantsarlahti,346,20,11.0,14.0,5.0,10.0,0.0,0.0,13,24.0,27.0,11.0,2.0,0.0,0.0,0.0,0.0
345,Pantsarlahti,347,21,9.0,20.0,3.0,6.0,0.0,0.0,12,26.0,25.0,10.0,3.0,3.0,0.0,0.0,0.0
346,Pantsarlahti,348,22,13.0,21.0,4.0,12.0,0.0,0.0,17,33.0,24.0,13.0,13.0,0.0,0.0,0.0,0.0
347,Pantsarlahti,349,23,14.0,18.0,3.0,5.0,0.0,0.0,17,23.0,12.0,17.0,11.0,0.0,0.0,0.0,2.0
348,Pantsarlahti,350,24,13.0,19.0,5.0,8.0,0.0,0.0,18,27.0,25.0,14.0,6.0,0.0,0.0,0.0,1.0
349,Pantsarlahti,351,25,10.0,26.0,4.0,5.0,0.0,0.0,14,31.0,22.0,20.0,3.0,0.0,0.0,0.0,0.0
350,Pantsarlahti,352,27,7.0,20.0,10.0,8.0,0.0,0.0,17,28.0,33.0,10.0,2.0,4.0,0.0,0.0,0.0
351,Pantsarlahti,353,28,9.0,21.0,3.0,3.0,0.0,0.0,12,24.0,25.0,11.0,0.0,9.0,0.0,0.0,0.0
352,Pantsarlahti,354,29,5.0,16.0,2.0,5.0,0.0,0.0,7,21.0,19.0,7.0,2.0,1.0,0.0,0.0,0.0
353,Pantsarlahti,355,30,6.0,19.0,7.0,4.0,0.0,0.0,13,23.0,27.0,8.0,1.0,2.0,0.0,0.0,0.0
354,Pantsarlahti,356,33,9.0,16.0,4.0,6.0,0.0,0.0,13,22.0,20.0,9.0,6.0,1.0,0.0,0.0,0.0
355,Pantsarlahti,357,34,12.0,16.0,4.0,4.0,0.0,0.0,16,20.0,16.0,9.0,11.0,0.0,0.0,0.0,1.0
356,Pantsarlahti,358,35,7.0,17.0,1.0,6.0,0.0,0.0,8,23.0,19.0,7.0,5.0,0.0,0.0,0.0,0.0
357,Pantsarlahti,359,36,9.0,19.0,5.0,7.0,0.0,0.0,14,26.0,26.0,14.0,0.0,3.0,0.0,0.0,1.0
358,Pantsarlahti,360,37,10.0,19.0,11.0,6.0,0.0,0.0,21,25.0,19.0,13.0,14.0,1.0,0.0,0.0,1.0
359,Pantsarlahti,361,39,5.0,16.0,4.0,8.0,0.0,0.0,9,24.0,13.0,9.0,11.0,2.0,0.0,0.0,0.0
360,Pantsarlahti,362,41,8.0,14.0,5.0,8.0,0.0,0.0,13,22.0,17.0,12.0,6.0,5.0,0.0,0.0,0.0
361,Pantsarlahti,363,42,13.0,16.0,1.0,5.0,0.0,0.0,14,21.0,3.0,3.0,29.0,1.0,0.0,0.0,0.0
362,Pantsarlahti,364,44,10.0,13.0,4.0,10.0,0.0,0.0,14,23.0,9.0,13.0,15.0,0.0,0.0,0.0,0.0
363,Pantsarlahti,365,46,13.0,15.0,6.0,5.0,0.0,0.0,19,20.0,16.0,8.0,15.0,0.0,0.0,0.0,1.0
364,Pantsarlahti,366,46,13.0,16.0,5.0,2.0,0.0,0.0,18,18.0,14.0,10.0,12.0,0.0,0.0,0.0,1.0
365,Pantsarlahti,367,47,8.0,18.0,4.0,4.0,0.0,0.0,12,22.0,19.0,4.0,11.0,0.0,0.0,0.0,0.0
366,Pantsarlahti,368,48,16.0,12.0,6.0,10.0,0.0,0.0,22,22.0,5.0,0.0,39.0,0.0,0.0,0.0,0.0
367,Pantsarlahti,369,49,17.0,14.0,9.0,18.0,0.0,0.0,26,26.0,8.0,7.0,37.0,0.0,0.0,0.0,1.0
368,Pantsarlahti,370,50,15.0,17.0,4.0,8.0,0.0,0.0,19,25.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0
369,Pantsarlahti,371,51,10.0,14.0,5.0,3.0,0.0,0.0,15,17.0,8.0,7.0,17.0,0.0,0.0,0.0,0.0
370,Pantsarlahti,372,52,15.0,11.0,2.0,8.0,0.0,0.0,17,19.0,16.0,6.0,14.0,3.0,0.0,0.0,1.0
371,Pantsarlahti,373,54,11.0,14.0,4.0,9.0,0.0,0.0,15,23.0,1.0,1.0,36.0,2.0,0.0,0.0,1.0
372,Pantsarlahti,374,56,12.0,16.0,14.0,12.0,0.0,0.0,26,28.0,7.0,9.0,38.0,0.0,0.0,0.0,0.0
373,Pantsarlahti,375,57,6.0,13.0,2.0,6.0,0.0,0.0,8,19.0,6.0,2.0,19.0,1.0,0.0,0.0,0.0
374,Pantsarlahti,376,59,13.0,17.0,1.0,6.0,0.0,0.0,14,25.0,9.0,0.0,28.0,0.0,0.0,0.0,1.0
375,Pantsarlahti,377,60,17.0,18.0,4.0,5.0,0.0,0.0,21,23.0,16.0,2.0,26.0,0.0,0.0,0.0,0.0
376,Pantsarlahti,378,62,15.0,14.0,5.0,6.0,0.0,0.0,20,20.0,25.0,5.0,10.0,0.0,0.0,0.0,2.0
377,Pantsarlahti,379,65,14.0,14.0,12.0,6.0,0.0,0.0,26,20.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0
378,Pantsarlahti,380,67,11.0,13.0,3.0,3.0,0.0,0.0,14,16.0,12.0,1.0,17.0,0.0,0.0,0.0,0.0
379,Pantsarlahti,381,69,14.0,12.0,3.0,7.0,0.0,0.0,17,19.0,2.0,10.0,24.0,1.0,0.0,0.0,0.0
380,Pantsarlahti,382,70,11.0,12.0,1.0,10.0,0.0,0.0,12,22.0,14.0,13.0,7.0,2.0,0.0,0.0,0.0
381,Pantsarlahti,383,72,13.0,10.0,5.0,2.0,0.0,0.0,18,12.0,4.0,3.0,23.0,0.0,0.0,0.0,0.0
382,Pantsarlahti,384,74,11.0,15.0,6.0,4.0,0.0,0.0,17,19.0,16.0,8.0,12.0,0.0,0.0,0.0,1.0
383,Pantsarlahti,385,76,11.0,13.0,7.0,5.0,0.0,0.0,18,18.0,9.0,2.0,25.0,0.0,0.0,0.0,1.0
384,Pantsarlahti,386,77,14.0,11.0,3.0,9.0,0.0,0.0,17,20.0,9.0,1.0,27.0,0.0,0.0,0.0,1.0
385,Pantsarlahti,387,79,8.0,13.0,3.0,6.0,0.0,0.0,11,19.0,8.0,0.0,22.0,1.0,0.0,0.0,0.0
386,Pantsarlahti,388,80,10.0,12.0,4.0,8.0,0.0,0.0,14,20.0,2.0,2.0,30.0,3.0,0.0,0.0,0.0
